School,SchoolID,first_name,last_name,gender,OEN,Student Grade Level,Enrollment Status,Reporting Period,Resp,Ind Work,Init,Org,Coll,Self Regulation,Read,Write,Oral Comm,Media Lit,Listen French ,Speak French ,Read French ,Write French,Num Sense Numeration,Meas,Geom and Spatial,Patt and Alg,Data Mgt,Science and Tech,Hist,Geog,Soc Studies,Health,Phys Ed,Dance,Drama,Music,Vis Arts
Fulton Elementary School,1350,Carlin,Tarbin,Male,701366165,1,0,R1,S,S,N,S,N,N,D+,D,D-,C,,,,,C-,B,B-,C+,,B-,,,B,B-,B,B,B,C,
Fulton Elementary School,1350,Bennett,Maisey,Male,290540194,2,0,R1,G,S,S,G,S,S,D,D+,D+,C,,,,,C+,C+,,C,C-,B-,,,B-,B,B,,B-,B,C
Fulton Elementary School,1350,Anselm,McAw,Male,968507785,7,0,R1,E,E,G,G,G,E,77,68,78,70,78,78,77,77,79,77,80,75,,78,,,,78,76,,77,77,72
Fulton Elementary School,1350,Yetta,Rodders,Female,555381779,3,0,R1,E,E,E,E,E,G,A-,B+,A-,A,,,,,B+,B+,,B+,A-,B+,,,B+,A,A,,A,A,A
Fulton Elementary School,1350,Garrard,Clifton,Male,602252875,8,0,R1,E,E,E,E,E,E,83,89,80,84,82,83,84,80,86,94,86,,82,84,,,,83,78,,74,79,77
Fulton Elementary School,1350,Adara,Harp,Female,292092932,5,0,R1,G,G,G,G,G,G,B,B,B+,B,B+,A-,B,A,B,,B,B,B+,B+,,,B,B+,B+,,B+,B+,A-
Fulton Elementary School,1350,Daphene,Jales,Female,880267782,3,0,R1,G,S,S,S,G,S,C,C-,B-,C+,,,,,C+,B,,B,B,C-,,,C-,A-,B+,,A,B+,B-
Fulton Elementary School,1350,Ezri,Coase,Male,735029025,6,0,R1,E,E,G,E,G,E,A,A,B,A,A+,A,A,A-,B+,A,,A-,B+,B+,,,A,A,B,,B,A-,B
Fulton Elementary School,1350,Vladamir,Filinkov,Male,279044429,7,0,R1,E,E,G,E,E,E,81,82,84,85,95,98,96,95,78,75,,75,80,71,,,,78,78,,,95,85
Fulton Elementary School,1350,Kalina,Gregolin,Female,781163363,4,0,R1,E,G,E,G,E,G,B+,B,B+,B,B+,A-,B+,B,B+,B+,,B+,B+,B-,,,B,B,A-,,B+,A-,B+
Fulton Elementary School,1350,Jervis,Ghirardi,Male,283029719,7,0,R1,S,S,G,S,G,S,70,58,71,66,88,94,90,90,71,60,,58,68,71,,,,74,74,,75,96,65
Fulton Elementary School,1350,Westbrooke,Fewlass,Male,974445968,4,0,R1,E,G,G,G,E,G,B-,B,B+,B,A+,A+,A+,A+,A-,A,,C+,A,B,,,A,B+,B,,B,A,A-
Fulton Elementary School,1350,Dale,Hixson,Male,156132682,2,0,R1,E,G,G,E,G,G,B,B,B-,B,,,,,B+,B+,,B+,B+,B+,,,B+,B,A-,,B+,A,B+
Fulton Elementary School,1350,Merola,Mates,Female,344179183,4,0,R1,E,E,E,G,E,G,B+,B+,A-,B+,A-,A+,A,A-,A-,A-,,B+,A,B,,,B+,B+,B+,,A-,A,A-
Fulton Elementary School,1350,Theresina,Proppers,Female,433846809,6,0,R1,G,G,G,S,G,G,C,C,C,B,A,A,A,A+,C,C,,C,C,C+,,,A-,A,B,,B,A-,B
Fulton Elementary School,1350,Benny,Denizet,Female,237801692,2,0,R1,E,G,G,E,G,G,B,B,B-,B,,,,,B+,B,,B+,B+,B+,,,B+,B+,A-,,B,B,B+
Fulton Elementary School,1350,Merrie,Kensitt,Female,667659929,4,0,R1,G,G,G,G,G,G,B-,C+,B,B-,A-,A,A-,A-,B,A,,A-,B-,C+,,,B-,B,B+,,B,B+,B
Fulton Elementary School,1350,Roseanne,Edwards,Female,568095812,3,0,R1,G,S,G,G,G,G,B+,B,B,B,,,,,B,A-,,A-,B-,A-,,,B,B,A,A+,,A,B+
Fulton Elementary School,1350,Sydelle,Scarlett,Female,404109596,6,0,R1,S,S,G,S,G,S,C+,C+,B,B+,A-,A,A,A-,C,,C,C,B,B-,,,C,B,B,,B,A,B
Fulton Elementary School,1350,Saundra,Rozier,Female,966893132,4,0,R1,G,G,G,G,G,G,B,B-,B+,B-,A-,A,A,A-,D+,D,,C,B-,C+,,,B+,B,B+,,B+,A-,B+
Fulton Elementary School,1350,Cathleen,Bengtsson,Female,578741187,6,0,R1,S,S,S,S,G,S,B,B,B+,B,B,B+,B-,C,B,,C+,B,B,B+,,,B,B,B+,,B,C,B
Fulton Elementary School,1350,Odell,Youell,Male,436470660,3,0,R1,N,S,S,N,N,S,B+,B-,B-,B,,,,,C+,B-,,B,B-,C+,,,B+,B,A-,A-,,B,B+
Fulton Elementary School,1350,Laurene,Bradforth,Female,354563403,4,0,R1,G,G,G,G,G,G,B-,B-,B,B-,B-,B,C+,B-,D-,D+,,B,B,C+,,,C+,B,A-,,B,B-,B
Fulton Elementary School,1350,Cortie,Maffioni,Male,345552601,6,0,R1,E,E,E,E,E,E,A-,B+,A-,B+,A-,A-,B+,B+,B+,,B+,B+,A-,B+,,,B+,A-,B-,,B+,A-,A-
Fulton Elementary School,1350,Gar,Belch,Male,136089426,5,0,R1,E,E,E,E,E,E,B+,B+,A-,A,A,A,A-,A+,B+,,B+,B+,B+,B+,,,B+,A-,B,,B,A,B+
Fulton Elementary School,1350,Diarmid,Tassaker,Male,266606712,3,0,R1,E,G,G,E,E,G,B,C,B,B,,,,,A-,B-,,C+,B-,B,,,B+,B,A-,A,,A-,B-
Fulton Elementary School,1350,Astrix,Dinwoodie,Female,911294197,1,0,R1,S,N,S,N,S,S,C+,C,C+,B-,,,,,B-,C+,,B-,B,B-,,,B,B,B,,B+,A-,C+
Fulton Elementary School,1350,Merle,Grabiec,Female,808010018,1,0,R1,N,N,N,N,N,N,B-,D,C-,C+,,,,,C-,C-,,D,C+,C,,,C+,C,C,,B-,C,C
Fulton Elementary School,1350,Reece,Figurski,Male,275987742,3,0,R1,S,S,S,G,G,S,B-,B,B-,B-,,,,,A-,B,,A,B+,B+,,,B+,C,B-,B,,C+,B
Fulton Elementary School,1350,Belle,Stivers,Female,801314645,7,0,R1,E,E,G,E,G,G,75,78,78,82,94,94,91,90,80,75,,75,78,78,,,,78,72,,,91,85
Fulton Elementary School,1350,Norrie,Humphery,Male,924478912,3,0,R1,E,G,G,E,G,G,B-,B,B,B,,,,,C,B,,B,B,B-,,,C+,B+,A-,,B,B-,B
Fulton Elementary School,1350,Galvan,Rawsen,Male,458603902,1,0,R1,N,N,N,N,N,N,C+,C,C+,B-,,,,,C+,C,,C,C+,C,,,B-,B-,B,,B,B,C+
Fulton Elementary School,1350,Amity,Oxborrow,Female,821499420,3,0,R1,E,E,E,E,E,E,A,A-,A,A-,,,,,A,A,,A,B+,A,,,A,A,A+,A-,,A+,A-
Fulton Elementary School,1350,Garwood,Melding,Male,787169244,5,0,R1,G,G,G,G,E,G,B,C+,B,B-,A-,B,B+,B+,B,,C+,B,B,B,,,B,B,B,,B-,B+,C
Fulton Elementary School,1350,Nelson,MacCahey,Male,439971629,7,0,R1,S,G,S,G,G,G,68,65,74,66,91,96,90,91,66,68,,69,67,65,,,,76,72,,72,95,72
Fulton Elementary School,1350,Sigismundo,Graalmans,Male,283709553,1,0,R1,G,E,G,E,G,G,B+,B+,B+,B+,,,,,A-,A-,,B+,B+,B+,,,A-,B,B,,B-,B+,B
Fulton Elementary School,1350,Edgardo,Lacaze,Male,432802174,6,0,R1,G,G,G,G,G,G,B,B,B,B+,B-,B+,B,B-,B-,,C+,B,B,B,,,B,B,B-,,B,B+,B
Fulton Elementary School,1350,Merline,Roizn,Female,412642441,1,0,R1,G,S,S,G,G,G,C,D+,C+,C+,,,,,B-,B,,B,B,B,,,B,C+,B,,C,B-,B
Fulton Elementary School,1350,Georg,Radborne,Male,318788172,3,0,R1,E,E,E,E,E,E,A-,A-,A-,A,,,,,A+,A,,A,A,A,,,A,A,A-,A-,,A+,A-
Fulton Elementary School,1350,Ahmed,Grube,Male,191965226,3,0,R1,G,G,G,S,G,G,A-,B+,B+,B,,,,,A,A,,A-,B+,A-,,,A,B,A,A-,,B,A-
Fulton Elementary School,1350,Dacy,Flament,Female,273721121,1,0,R1,G,S,S,G,G,G,B-,C+,B,B-,,,,,B,B,,B,B,B-,,,B,B+,B,,B-,A-,B
Fulton Elementary School,1350,Lauralee,Worham,Female,481441370,4,0,R1,G,G,G,G,G,G,B,B,B-,A-,A-,A,A-,A,B+,B-,,A-,A,B,,,A,B+,B+,,B+,A,A
Fulton Elementary School,1350,Emmy,Heatlie,Male,625561377,7,0,R1,E,E,G,G,G,E,77,73,73,75,91,85,88,91,75,88,,78,78,77,,,,75,76,,,85,75
Fulton Elementary School,1350,Granny,Summerhayes,Male,363559259,6,0,R1,E,E,S,E,G,E,B,B+,C+,B,A,A-,A,A,A,B,,C+,B+,B+,,,A,A,B,,B,A,B+
Fulton Elementary School,1350,David,Gosz,Male,496948052,3,0,R1,G,S,S,G,G,S,B-,B-,B-,B,,,,,C-,B-,,C-,C-,B-,,,C-,B,A+,A-,,A,B
Fulton Elementary School,1350,Thornie,Ferri,Male,249970532,5,0,R1,G,G,G,G,G,G,B,C+,B,A,A+,A+,A+,A+,B,,B,B+,B+,B,,,B,B+,A,,B+,A+,B
Fulton Elementary School,1350,Karin,Brydson,Female,119301971,1,0,R1,G,G,G,G,G,G,B,B,B,B+,,,,,B-,B,,B+,B-,B+,,,B,B+,A-,,B+,B+,B
Fulton Elementary School,1350,Lenore,Carcas,Female,339137772,7,0,R1,E,E,G,G,G,E,77,75,76,75,92,88,85,90,87,92,,85,84,75,,,,80,76,,,86,75
Fulton Elementary School,1350,Wilbur,Sineath,Male,187660244,8,0,R1,G,G,S,S,G,G,70,67,72,68,64,66,61,65,72,81,,88,75,65,,,,70,75,,,70,65
Fulton Elementary School,1350,Rianon,Foulcher,Female,301209992,3,0,R1,G,S,S,S,N,S,C,C+,D,C+,,,,,C,B,,C,C+,R,,,R,B-,R,,R,R,B
Fulton Elementary School,1350,Red,Innwood,Male,675719327,8,0,R1,G,G,G,G,G,S,68,77,73,75,73,75,76,78,68,65,,78,75,71,,,,75,84,,,70,75
Fulton Elementary School,1350,Nico,Iseton,Male,673495943,8,0,R1,E,E,E,E,E,G,90,80,78,84,81,91,90,95,92,98,,90,95,90,,,,90,92,,,95,88
Fulton Elementary School,1350,Geno,Claiden,Male,164452495,1,0,R1,E,E,E,G,E,E,A-,A-,B+,A-,,,,,B+,A-,,B+,B,A-,,,A-,A-,A-,,A,A,B+
Fulton Elementary School,1350,Burnard,Vaudin,Male,926641063,6,0,R1,E,E,E,E,G,G,A,A,B+,A,A-,A-,A+,A+,A,A,,A,A,A-,,,A,A,A,,A,A+,A-
Fulton Elementary School,1350,Olympe,Ellcock,Female,289640433,1,0,R1,E,E,G,E,G,G,A-,A-,B,A-,,,,,B+,A-,,B+,B,A-,,,B+,B,C+,,C,C+,B+
Fulton Elementary School,1350,Lind,Burtt,Male,330804636,2,0,R1,G,S,G,G,G,S,B-,C+,B,B,,,,,B,B,,B-,B,B,,,B-,B+,B,,C,B,B-
Fulton Elementary School,1350,Shermie,Dysart,Male,419017457,2,0,R1,G,G,G,G,G,G,B,B-,B-,B,,,,,B,B,,B-,B-,B,,,B-,B,B,,A-,B+,B
Fulton Elementary School,1350,Mikaela,Mariotte,Female,406294231,2,0,R1,G,S,S,G,N,S,R,R,D,C,,,,,D,B-,,C,C,C,,,C+,B,B,,C,B-,B-
Fulton Elementary School,1350,Mamie,Hasselby,Female,568642564,4,0,R1,G,G,G,G,G,G,B-,C+,B-,B,B,A-,B-,B-,D,B,,A-,B+,C,,,B,B,B,,B+,A-,B+
Fulton Elementary School,1350,Vasili,Annes,Male,693067204,3,0,R1,G,G,G,G,G,G,B+,B-,B,B+,,,,,A,A-,,A,B-,A,,,B+,B,A+,B+,,B-,B-
Fulton Elementary School,1350,Jayme,MacAvddy,Male,301373717,5,0,R1,G,E,G,G,E,G,A-,B,B,B+,B,B-,B-,C+,A-,,A-,A,A,B+,,,B+,B,A+,,B+,B,C
Fulton Elementary School,1350,Moyra,Doran,Female,394872413,3,0,R1,S,S,G,G,G,G,B+,B+,B-,B+,,,,,B+,A-,,B,C+,A-,,,B-,B,A,B+,,A,B+
Fulton Elementary School,1350,Jeromy,List,Male,432110791,7,0,R1,E,E,G,E,G,G,75,77,75,78,96,97,96,95,75,70,,75,88,67,,,,78,R,,,91,85
Fulton Elementary School,1350,Ulrich,Petrelluzzi,Male,335005131,4,0,R1,G,G,G,S,G,G,B-,B-,B,B-,B+,A-,B,A-,B+,B,,B-,B+,C+,,,C+,B,B,,B+,A,B+
Fulton Elementary School,1350,Jethro,Kennion,Male,291960694,6,0,R1,G,G,G,G,G,G,B+,B+,B+,B+,C-,B-,B-,C,B+,,B,B+,B+,B+,,,B+,B+,A-,,B,B-,B
Fulton Elementary School,1350,Frederic,Sterrick,Male,285834352,2,0,R1,G,S,S,S,G,G,B-,C,C+,B-,,,,,C+,C,,C,C+,C,,,C,B+,C+,,C+,C,C+
Fulton Elementary School,1350,Jacinda,Mazillius,Female,769026656,6,0,R1,S,S,S,S,S,S,C,C-,C,C,B-,B-,C,C,C,B-,,C+,B-,C,,,C,C,C,,C,A-,C
Fulton Elementary School,1350,Cello,Omand,Male,169246450,5,0,R1,S,S,S,S,G,S,B,C-,B-,C,B-,C+,C+,C,C,,C,C,B,C,,,B,C+,C+,,B-,B-,C
Fulton Elementary School,1350,Abbott,Spering,Male,510800558,5,0,R1,E,E,E,E,E,E,B+,B,B+,B,B+,B,B-,B-,A,,A,A,A,B+,,,B+,B+,B,,B+,B-,B
Fulton Elementary School,1350,Alister,Rolston,Male,245083961,8,0,R1,S,G,E,E,G,E,70,75,77,80,83,88,85,90,73,80,,77,77,68,,,,72,80,,,86,90
Fulton Elementary School,1350,Simone,Rowthorn,Female,758217515,4,0,R1,G,E,G,G,G,E,B+,B,B+,A-,C+,B-,B-,C,A-,A,,A,A,B,,,A-,B+,A-,,A-,B-,A-
Fulton Elementary School,1350,Garvin,Tropman,Male,158187218,6,0,R1,G,G,G,G,G,G,C+,B-,B-,C,B,B-,B-,B,B,C,,A,C,C,,,B,C,B,,B,A,C
Fulton Elementary School,1350,Corri,Baigrie,Female,458003510,6,0,R1,G,E,G,G,G,G,B,B+,B-,B,A-,A-,A-,A,B+,A,,B,B,B,,,A,A,B,,B,A-,B
Fulton Elementary School,1350,Paulie,Scollick,Male,312056676,8,0,R1,S,G,G,G,G,G,87,75,77,82,78,84,75,85,87,90,,90,92,81,,,,73,76,,,75,65
Fulton Elementary School,1350,Kimble,Pirkis,Male,886708518,3,0,R1,S,S,S,G,G,S,C+,B-,C+,B-,,,,,B+,B,,B+,B,B-,,,B-,C,B+,B-,,C,B
Fulton Elementary School,1350,Wenda,Brailey,Female,611876430,8,0,R1,G,G,G,G,G,S,75,74,74,72,71,72,75,75,70,72,,78,71,70,,,,85,94,,,81,80
Fulton Elementary School,1350,Quintilla,Baglow,Female,172139365,6,0,R1,G,E,G,G,G,G,C+,C-,B,C,A-,A-,A-,A,C,C,,B,B,C,,,B,A,A,,C,A,B
Fulton Elementary School,1350,Aarika,Dankov,Female,675063550,2,0,R1,E,G,G,G,E,G,B+,B,A,B,,,,,A-,B+,,B+,B+,B+,,,B,A-,B,,A,B+,B-
Fulton Elementary School,1350,Hersch,Schubbert,Male,327006513,5,0,R1,E,E,E,E,E,E,A-,B+,A-,A,A,A-,A-,A,A-,,A-,A-,A,B+,,,B+,A-,A-,,B+,A-,A-
Fulton Elementary School,1350,Silvana,Hastilow,Female,579778370,3,0,R1,E,G,G,E,G,G,B,B,B-,B+,,,,,B,B,,B+,B+,B-,,,C+,B+,A,,B+,A-,B+
Fulton Elementary School,1350,Hedi,Pechan,Female,578383396,2,0,R1,E,G,G,G,G,G,B,B,C+,B,,,,,B+,B+,,B+,B+,B+,,,B,A-,B,,B-,B-,B
Fulton Elementary School,1350,Meta,Ca,Female,992128502,6,0,R1,G,G,G,S,E,G,B+,B,B+,B,B,B-,B,B-,B,,B,B+,B+,B+,,,B+,B+,B,,B+,B+,B
Fulton Elementary School,1350,Toddie,Randalson,Male,468571991,8,0,R1,S,S,G,G,G,G,76,70,73,82,75,82,83,85,74,73,,75,75,62,,,,81,83,,,84,80
Fulton Elementary School,1350,Corny,Hanstock,Female,944858977,4,0,R1,G,G,G,G,G,G,A-,B+,B+,B+,A,A+,A,A-,B,A,,C-,A-,B,,,A-,B+,B,,A-,A-,A-
Fulton Elementary School,1350,Reta,Domesday,Female,581876306,6,0,R1,S,G,G,S,G,G,B,B,C,B,A-,B,B,B-,B,B,,C+,B-,C,,,B+,A,A,,B,A-,B-
Fulton Elementary School,1350,Mignon,Tolcher,Female,486273202,8,0,R1,E,E,E,E,G,G,89,86,80,88,88,86,90,90,91,90,,95,88,77,,,,80,81,,,85,88
Fulton Elementary School,1350,Charlotta,Crozier,Female,170769322,3,0,R1,S,S,S,G,S,G,B,B,B-,B+,,,,,B,A-,,B-,B+,B-,,,B,C+,A-,B,,A,A-
Fulton Elementary School,1350,Renault,MacAleese,Male,775586121,7,0,R1,S,G,S,G,S,G,67,74,72,65,70,66,65,64,76,74,,70,60,64,,,,74,73,,70,62,64
Fulton Elementary School,1350,Adina,O'Griffin,Female,266140401,5,0,R1,E,E,E,E,E,E,B,B,B+,A,A+,A,A,A+,B,,B+,B+,B+,B+,,,B+,B+,A-,,B+,A+,B+
Fulton Elementary School,1350,Lizabeth,Langlands,Female,665453090,6,0,R1,G,E,G,G,E,G,B,B-,C,B,A-,B+,B+,B+,A,B,,B,A-,B,,,B+,A,A,,B,B+,B
Fulton Elementary School,1350,Charita,Luno,Female,150309418,6,0,R1,E,E,E,E,E,E,B+,B+,B+,A,B,B-,B+,B-,B+,,B+,B+,B+,B+,,,B,B+,B-,,B,B+,A-
Fulton Elementary School,1350,Caroljean,Di Biagio,Female,497704797,7,0,R1,E,E,E,E,G,E,80,84,86,86,95,95,90,97,80,77,,75,74,84,,,,88,78,,77,98,75
Fulton Elementary School,1350,Griff,Renton,Male,321803096,3,0,R1,S,S,S,S,G,S,C,C-,C+,C,,,,,B,B,,B,C+,C-,,,D+,B,B,,B,C+,C
Fulton Elementary School,1350,Aldwin,Swynfen,Male,907654746,6,0,R1,S,G,G,G,G,G,B+,C+,C+,B,A,A-,A-,A-,C,C,,C,C+,B-,,,A,B,B,,B,B+,B-
Fulton Elementary School,1350,Eulalie,Capnerhurst,Female,886114078,3,0,R1,N,S,N,S,S,N,C+,B-,C+,B-,,,,,C-,C+,,B-,C+,B-,,,B,B-,A-,B-,,B,C+
Fulton Elementary School,1350,Glenine,Wasbrough,Female,217673841,8,0,R1,G,G,G,G,S,S,74,87,81,78,75,72,65,55,70,83,,65,65,55,,,,76,73,,,72,85
Fulton Elementary School,1350,Bridie,Ayce,Female,936823246,8,0,R1,G,E,E,E,E,E,77,78,76,85,88,90,91,90,78,77,,79,79,72,,,,80,90,,,91,90
Fulton Elementary School,1350,Verne,Noir,Male,788705140,6,0,R1,G,G,G,G,G,G,B,B-,B-,A,A,A-,A-,A-,B,A,,B-,B-,B-,,,B+,A,A,,B,B+,B-
Fulton Elementary School,1350,Simonne,Eberst,Female,466143544,1,0,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton Elementary School,1350,Berkley,Litherborough,Male,788945674,4,0,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton Elementary School,1350,Bettine,Forst,Female,918830325,7,0,R1,N,S,S,S,S,N,62,65,66,63,75,72,76,78,67,62,,53,I,72,,,,70,68,,85,82,64
Fulton Elementary School,1350,Sterling,Moncrefe,Male,655986810,3,0,R1,G,S,S,G,G,S,B-,C+,B-,B-,,,,,C,B+,,B-,C,B,,,B,B,A-,A-,,A-,B
Fulton Elementary School,1350,Grant,Vondruska,Male,236931807,6,0,R1,G,G,G,G,G,G,B,B+,B-,C,A+,A+,A,A-,A-,A,,B,B,A-,,,A-,A,A,,B,A,B-
Fulton Elementary School,1350,Igor,Stone,Male,677354373,3,0,R1,E,E,E,G,E,E,A-,A-,A,A,,,,,A-,A,,A,B+,A-,,,A,A-,A+,B+,,A-,B
Fulton Elementary School,1350,Emanuele,Matushevitz,Male,793246684,2,0,R1,E,G,G,G,G,G,B,B+,C+,B+,,,,,B,B,,B+,B+,B,,,B,B+,B,,B,B-,B
Fulton Elementary School,1350,Alexandre,Couche,Male,231447879,4,0,R1,G,G,E,G,G,G,B+,B+,B+,B+,A,A+,A+,A-,B,B,,B,A-,B-,,,A-,B,B-,,B+,A-,B+
Fulton Elementary School,1350,Briano,Shurman,Male,189943462,1,0,R1,E,G,E,G,E,E,B+,B+,A-,A-,,,,,A,B,,B+,B,A-,,,B+,B,B,,B-,B,B
Fulton Elementary School,1350,Francisca,Ashenhurst,Female,508558695,5,0,R1,E,E,G,G,E,E,B,B,B+,A,A+,A,A-,A,B,,B-,B+,B+,B,,,B+,B+,B+,,B+,A+,B+
Fulton Elementary School,1350,Michail,Vankin,Male,147899444,7,0,R1,E,G,E,E,G,G,80,83,75,74,88,90,90,93,81,85,,70,86,77,,,,78,86,,76,93,73
Fulton Elementary School,1350,Harli,Marner,Female,603672031,4,0,R1,G,G,E,E,G,E,B+,B+,B+,A-,A+,A+,A+,A+,A-,B,,A,A,B-,,,A-,B+,B,,B+,A+,A-
Fulton Elementary School,1350,Vassily,Durbridge,Male,532388217,6,0,R1,E,E,E,E,G,E,A,A,B+,B+,A+,A+,A+,A+,A,,A-,A,A,A,,,B+,A-,B,,B,A+,A
Fulton Elementary School,1350,Hyacinth,Lukes,Female,928945771,4,0,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton Elementary School,1350,Butch,Lavielle,Male,792779590,8,0,R1,G,G,G,G,G,G,70,66,75,80,99,98,99,100,64,73,,68,65,68,,,,75,78,,,85,82
Fulton Elementary School,1350,Ingrim,Pittel,Male,438596336,6,0,R1,E,E,E,E,E,E,B+,B+,B+,B+,A+,A+,A+,A+,B+,,B+,B+,B+,B+,,,B+,A-,B+,,B+,A+,A-
Fulton Elementary School,1350,Arlene,Baert,Female,159713279,7,0,R1,G,S,G,G,G,S,71,67,81,78,74,73,70,71,61,72,,75,62,61,,,,75,78,,,78,75
Fulton Elementary School,1350,Chandra,Lightwing,Female,379769928,5,0,R1,G,G,G,G,E,G,B+,B,B+,B,A,A,A-,A+,B,,B-,B+,B+,B,,,B+,B,B+,,B,A-,B
Fulton Elementary School,1350,Percival,Parramore,Male,613904112,2,0,R1,G,G,G,G,G,G,B,B,B+,B,,,,,A-,B+,,B+,B+,A-,,,B,B+,A-,,A-,B,B
Fulton Elementary School,1350,Derby,Spinozzi,Male,632877535,4,0,R1,E,G,G,G,G,E,B+,B+,B+,A-,A-,A,A-,A,A,A,,A,A,B+,,,A-,B+,B-,,A-,A-,A-
Fulton Elementary School,1350,Jillie,Oswick,Female,546213591,1,0,R1,S,G,G,G,G,G,B+,B+,B+,A-,,,,,A,B+,,B+,B+,B+,,,B+,B,B,,C,B-,B
Fulton Elementary School,1350,Eziechiele,Kos,Male,242391533,5,0,R1,S,S,S,S,S,S,B,C,B,C,B-,C,B-,C+,C,,C,C,B,C,,,C,C,B,,C,C+,C
Fulton Elementary School,1350,Port,Tutin,Male,447811493,5,0,R1,E,E,E,E,E,E,A-,B+,A-,A,A+,A+,A+,A+,A-,,A-,A-,A,B+,,,B+,A-,A,,B+,A,B+
Fulton Elementary School,1350,Boote,Webberley,Male,425638262,2,0,R1,E,G,G,G,G,G,B,B,B-,B,,,,,B,B+,,B,B,B+,,,B,B+,A-,,B-,B+,B
Fulton Elementary School,1350,Fawn,Lace,Female,632549497,4,0,R1,E,E,G,G,G,G,A-,B+,B,A-,A-,A,A,B,B-,A-,,A-,A,B+,,,A-,B+,A-,,A-,B,A-
Fulton Elementary School,1350,Bobby,Offill,Female,527560020,4,0,R1,S,S,G,S,S,S,C+,C,C,B,B-,B,C+,C+,C+,B,,A-,B,C,,,C+,B+,B-,,B-,C+,B-
Fulton Elementary School,1350,Gary,Tullett,Male,475844396,8,0,R1,G,E,E,E,G,G,72,78,83,88,75,72,78,71,75,70,,76,73,78,,,,85,78,,,75,85
Fulton Elementary School,1350,Karisa,Gable,Female,111617807,5,0,R1,E,E,E,E,E,E,A,B+,A-,A,A+,A+,A,A+,A,,A,A,A,B+,,,B+,A-,A+,,B+,A,B+
Fulton Elementary School,1350,Marietta,Purselowe,Female,301763268,1,0,R1,G,G,G,G,G,G,B,B,B,B+,,,,,B-,B,,B,B,B+,,,B+,B,B,,B,B,B
Fulton Elementary School,1350,Merrel,Abrahmovici,Male,895409898,1,0,R1,G,G,E,E,E,E,B+,B+,A-,B+,,,,,B+,B,,B+,B,B+,,,B+,B,A-,,B,B+,B
Fulton Elementary School,1350,Kingsly,Heathwood,Male,979321648,3,0,R1,G,G,S,G,G,G,C-,C,B-,B,,,,,C-,B,,B,C+,B-,,,I,B,A,B-,,C,B-
Fulton Elementary School,1350,Elliott,Pristnor,Male,462736125,4,0,R1,G,G,G,G,G,G,C+,B-,B-,B+,A,A,A-,A-,B,C+,,A-,B+,B-,,,A-,B,B-,,B-,A-,B+
Fulton Elementary School,1350,Cordie,Haskins,Female,969391612,8,0,R1,G,G,E,G,G,E,68,74,74,88,78,81,84,83,68,70,,74,67,73,,,,75,74,,,83,80
Fulton Elementary School,1350,Maddie,Bullerwell,Female,920809339,6,0,R1,E,E,E,E,E,E,A,A,B,B,A+,A+,A+,A,A,A,,A-,B,A,,,A+,A,B,,B,A+,B
Fulton Elementary School,1350,Jaymie,McLoughlin,Male,276401859,8,0,R1,G,G,E,S,E,G,82,80,85,72,85,88,90,91,84,90,,89,90,76,,,,75,83,,,98,70
Fulton Elementary School,1350,Christiano,Callendar,Male,971427423,4,0,R1,E,G,E,G,G,E,B+,B+,A-,A-,A+,A+,A+,A+,A,A,,A,A,B+,,,A,B+,B+,,A-,A+,A-
Fulton Elementary School,1350,Caddric,Celes,Male,367801779,8,0,R1,G,E,G,E,G,E,78,82,81,78,91,93,94,95,78,85,,78,94,72,,,,90,70,,,88,85
Fulton Elementary School,1350,Levin,Wahner,Male,872860046,7,0,R1,E,G,G,E,G,S,85,79,80,76,71,72,70,73,83,85,,77,85,75,,,,89,74,,74,81,81
Fulton Elementary School,1350,Norton,Luty,Male,512325754,2,0,R1,G,S,S,S,S,S,C+,C,C,C+,,,,,C,C,,B,B,B-,,,B-,C+,B-,,B,C+,B-
Fulton Elementary School,1350,Harri,Filewood,Female,563872202,8,0,R1,G,E,G,G,G,G,78,75,78,75,93,90,90,95,92,91,,90,91,79,,,,78,93,,,77,82
Fulton Elementary School,1350,Royce,Hallewell,Male,836923036,3,0,R1,G,G,G,S,G,G,C+,C-,B-,B,,,,,B-,B,,C,C+,B-,,,C,B,B+,B,,A-,B-
Fulton Elementary School,1350,Webb,Molloy,Male,507590541,4,0,R1,G,G,G,G,G,G,C+,C+,B-,B,A-,B,B,B-,A-,B+,,A,B+,B,,,B-,B,B+,,B,B,B+
Fulton Elementary School,1350,Kira,Bouldon,Female,771584304,2,0,R1,E,G,G,G,G,G,B,B-,C,C+,,,,,C+,B,,B+,B,B,,,B,B,B,,C+,B-,C+
Fulton Elementary School,1350,Steffi,Morcomb,Female,848643090,6,0,R1,G,S,S,S,G,S,B,B,B,B+,A+,A,A+,A-,B-,,B-,B,B+,B-,,,C,B,A,,B,A,B
Fulton Elementary School,1350,Phineas,Streatley,Male,179502143,3,0,R1,E,G,G,G,E,G,B,B,B,B+,,,,,B,B,,B,B+,B,,,C-,B,B,,B,B,A
